,Algorithm,2^N,TypeArray,Time
744,mergesort,6,Integers,0.0002914000000373562
745,mergesort_combined,6,Integers,0.00020789999996395636
746,mergesort_combined,6,Integers,0.00020139999998036728
747,mergesort_combined,6,Integers,0.00019989999998415442
748,mergesort_combined,6,Integers,0.00019960000003038658
749,mergesort_combined,6,Integers,0.00019980000001851295
750,bubble_sort,7,Ascending,4.180000001952067e-05
751,bubble_sort,7,Ascending,3.839999999399879e-05
752,bubble_sort,7,Ascending,4.08999999876869e-05
753,bubble_sort,7,Ascending,3.779999997277628e-05
754,bubble_sort,7,Ascending,3.7800000029619696e-05
755,insertion_sort,7,Ascending,4.46999999894615e-05
756,insertion_sort,7,Ascending,4.280000001699591e-05
757,insertion_sort,7,Ascending,4.279999996015249e-05
758,insertion_sort,7,Ascending,4.250000000638465e-05
759,insertion_sort,7,Ascending,4.2600000028869545e-05
760,quicksort,7,Ascending,0.005683199999964472
761,quicksort,7,Ascending,0.005772799999988365
762,quicksort,7,Ascending,0.005564800000001924
763,quicksort,7,Ascending,0.005572900000004211
764,quicksort,7,Ascending,0.005596799999977975
765,mergesort,7,Ascending,0.0009276000000113527
766,mergesort,7,Ascending,0.0005963000000406282
767,mergesort,7,Ascending,0.0005973999999469015
768,mergesort,7,Ascending,0.0005974000000037449
769,mergesort,7,Ascending,0.0005964000000062697
770,mergesort_combined,7,Ascending,0.0003130999999712003
771,mergesort_combined,7,Ascending,0.0003080999999838241
772,mergesort_combined,7,Ascending,0.00030780000003005625
773,mergesort_combined,7,Ascending,0.0003068999999982225
774,mergesort_combined,7,Ascending,0.00030529999997952473
775,bubble_sort,7,Descending,0.006130299999995259
776,bubble_sort,7,Descending,0.005866200000014032
777,bubble_sort,7,Descending,0.005865200000016557
778,bubble_sort,7,Descending,0.005865899999946578
779,bubble_sort,7,Descending,0.005879800000002433
780,insertion_sort,7,Descending,0.005102099999987786
781,insertion_sort,7,Descending,0.005645899999990434
782,insertion_sort,7,Descending,0.006301000000007662
783,insertion_sort,7,Descending,0.006938800000000356
784,insertion_sort,7,Descending,0.006935700000042289
785,quicksort,7,Descending,0.004551499999990938
786,quicksort,7,Descending,0.004744199999947796
787,quicksort,7,Descending,0.003966800000000603
788,quicksort,7,Descending,0.003603899999973237
789,quicksort,7,Descending,0.003405700000030265
790,mergesort,7,Descending,0.0006141000000070562
791,mergesort,7,Descending,0.0006080999999653613
792,mergesort,7,Descending,0.0006055999999716732
793,mergesort,7,Descending,0.0006043999999860716
794,mergesort,7,Descending,0.0006192000000169173
795,mergesort_combined,7,Descending,0.0006429000000025553
796,mergesort_combined,7,Descending,0.0006319000000303276
797,mergesort_combined,7,Descending,0.0006298000000128923
798,mergesort_combined,7,Descending,0.0006298000000128923
799,mergesort_combined,7,Descending,0.0006303999999772714
800,bubble_sort,7,Random,0.004416600000013204
801,bubble_sort,7,Random,0.004485699999975168
802,bubble_sort,7,Random,0.004313400000000911
803,bubble_sort,7,Random,0.004273899999986952
804,bubble_sort,7,Random,0.004636499999946864
805,insertion_sort,7,Random,0.0026071999999999207
806,insertion_sort,7,Random,0.002561399999990499
807,insertion_sort,7,Random,0.0025863999999842235
808,insertion_sort,7,Random,0.002560000000016771
809,insertion_sort,7,Random,0.0025865000000067084
810,quicksort,7,Random,0.0008094000000369306
811,quicksort,7,Random,0.000555800000029194
812,quicksort,7,Random,0.0005468999999607149
813,quicksort,7,Random,0.0005524999999693136
814,quicksort,7,Random,0.0005491999999662767
815,mergesort,7,Random,0.0006751999999892178
816,mergesort,7,Random,0.0006535999999641717
817,mergesort,7,Random,0.000653199999987919
818,mergesort,7,Random,0.0006528000000116663
819,mergesort,7,Random,0.0006513000000154534
820,mergesort_combined,7,Random,0.00046289999994542086
821,mergesort_combined,7,Random,0.00045779999999240317
822,mergesort_combined,7,Random,0.0004533000000037646
823,mergesort_combined,7,Random,0.00045610000000806394
824,mergesort_combined,7,Random,0.00045490000002246234
825,bubble_sort,7,Structured,0.0002581999999620166
826,bubble_sort,7,Structured,0.0002548999999589796
827,bubble_sort,7,Structured,0.0002518000000009124
828,bubble_sort,7,Structured,0.0002516999999784275
829,bubble_sort,7,Structured,0.000251799999944069
830,insertion_sort,7,Structured,0.00013059999997722116
831,insertion_sort,7,Structured,0.00012560000004668836
832,insertion_sort,7,Structured,0.00012500000002546585
833,insertion_sort,7,Structured,0.00012500000002546585
834,insertion_sort,7,Structured,0.00012500000002546585
835,quicksort,7,Structured,0.00254550000005338
836,quicksort,7,Structured,0.002514599999983602
837,quicksort,7,Structured,0.0025151999999479813
838,quicksort,7,Structured,0.0025363999999967746
839,quicksort,7,Structured,0.0025200000000040745
840,mergesort,7,Structured,0.0006230000000186919
841,mergesort,7,Structured,0.0006215000000224791
842,mergesort,7,Structured,0.0006214999999656357
843,mergesort,7,Structured,0.0006215999999881205
844,mergesort,7,Structured,0.0006207000000131302
845,mergesort_combined,7,Structured,0.0003799000000412889
846,mergesort_combined,7,Structured,0.0003747000000089429
847,mergesort_combined,7,Structured,0.0003770000000145046
848,mergesort_combined,7,Structured,0.000373899999999594
849,mergesort_combined,7,Structured,0.00037240000000338114
850,bubble_sort,7,Integers,0.004244400000004589
851,bubble_sort,7,Integers,0.004091599999981099
852,bubble_sort,7,Integers,0.004285899999956655
853,bubble_sort,7,Integers,0.004148599999950875
854,bubble_sort,7,Integers,0.005649600000026567
855,insertion_sort,7,Integers,0.007334200000002511
856,insertion_sort,7,Integers,0.007546199999978853
857,insertion_sort,7,Integers,0.00675019999999904
858,insertion_sort,7,Integers,0.006780399999968267
859,insertion_sort,7,Integers,0.006663100000025679
860,quicksort,7,Integers,0.0014500999999995656
861,quicksort,7,Integers,0.001429799999982606
862,quicksort,7,Integers,0.0014949999999771535
863,quicksort,7,Integers,0.0014395000000035907
864,quicksort,7,Integers,0.0014314999999669453
865,mergesort,7,Integers,0.0020938999999771113
866,mergesort,7,Integers,0.0020614000000023225
867,mergesort,7,Integers,0.002057600000000548
868,mergesort,7,Integers,0.002053099999955066
